ID,Scenario,alt,chosen,RC,OC,DR,CT,P1,P2,P1_V,P2_V,Freq_p_week,Dis_p_day,AT2,experience_months
R_TmWsKkfBc1pCTRf,R2.1s,3,0,3150, ,550,10,0.1,0.9,11,15,6,225,4,219
R_TmWsKkfBc1pCTRf,R2.1r,1,1,3000,25,800,7,,,,,6,225,4,219
R_TmWsKkfBc1pCTRf,R2.1r,3,0,3150, ,550,10,0.1,0.9,9,17,6,225,4,219
R_2ONiIYfRYc6CvL4,R1.1s,1,1,3000,43,650,12,,,,,6,325,3,219
R_2ONiIYfRYc6CvL4,R1.1s,3,0,3300, ,400,19.5,0.1,0.9,18,22,6,325,3,219
R_2ONiIYfRYc6CvL4,R1.1r,1,1,3000,43,650,12,,,,,6,325,3,219
R_2ONiIYfRYc6CvL4,R1.1r,3,0,3300, ,400,19.5,0.1,0.9,16,24,6,325,3,219
R_DS660zSYQL2Y8kF,R2.5s,1,1,3000,24,800,5.5,,,,,5,225,4,219
R_DS660zSYQL2Y8kF,R2.5s,3,0,3150, ,550,8,0.9,0.1,10,14,5,225,4,219
R_DS660zSYQL2Y8kF,R2.5r,1,1,3000,24,800,5.5,,,,,5,225,4,219
R_DS660zSYQL2Y8kF,R2.5r,3,0,3150, ,550,8,0.9,0.1,8,16,5,225,4,219
R_1LwjrjSffAsWYjP,R1.3s,1,1,3000,45,650,12,,,,,6,325,3,219
R_1LwjrjSffAsWYjP,R1.3s,3,0,3300, ,400,19.5,0.5,0.5,18,22,6,325,3,219
R_1LwjrjSffAsWYjP,R1.3r,1,1,3000,45,650,12,,,,,6,325,3,219
R_1LwjrjSffAsWYjP,R1.3r,3,0,3300, ,400,19.5,0.5,0.5,16,24,6,325,3,219
R_1gBL1SamWD0EdWn,R2.4s,1,1,3000,45,550,10,,,,,6,225,3,276
R_1gBL1SamWD0EdWn,R2.4s,3,0,3150, ,400,13.5,0.7,0.3,21,25,6,225,3,276
R_1gBL1SamWD0EdWn,R2.4r,1,1,3000,45,550,10,,,,,6,225,3,276
R_1gBL1SamWD0EdWn,R2.4r,3,0,3150, ,400,13.5,0.7,0.3,19,27,6,225,3,276
R_3LhFjZ03mOKzBKs,R2.5s,1,1,3000,23,850,6.5,,,,,6,225,4,219
R_3LhFjZ03mOKzBKs,R2.5s,3,0,3150, ,600,9,0.9,0.1,10,14,6,225,4,219
R_3LhFjZ03mOKzBKs,R2.5r,1,1,3000,23,850,6.5,,,,,6,225,4,219
R_3LhFjZ03mOKzBKs,R2.5r,3,0,3150, ,600,9,0.9,0.1,8,16,6,225,4,219
R_eUKXI1hp7UrxWQp,R1.2s,1,1,3000,48,700,13,,,,,6,375,4,96
R_eUKXI1hp7UrxWQp,R1.2s,3,0,3450, ,400,22.5,0.3,0.7,21,25,6,375,4,96
R_eUKXI1hp7UrxWQp,R1.2r,1,1,3000,48,700,13,,,,,6,375,4,96
R_eUKXI1hp7UrxWQp,R1.2r,3,0,3450, ,400,22.5,0.3,0.7,19,27,6,375,4,96
R_XTcnw3rQcVzgwuJ,R2.3s,1,1,3000,24,800,5.5,,,,,5,225,4,156
R_XTcnw3rQcVzgwuJ,R2.3s,3,0,3150, ,550,8,0.5,0.5,10,14,5,225,4,156
R_XTcnw3rQcVzgwuJ,R2.3r,1,1,3000,24,800,5.5,,,,,5,225,4,156
R_XTcnw3rQcVzgwuJ,R2.3r,3,0,3150, ,550,8,0.5,0.5,8,16,5,225,4,156
R_3siSBGEIUtj2ofJ,R2.1s,1,1,3000,26,600,7,,,,,6,175,3,276
R_3siSBGEIUtj2ofJ,R2.1s,3,0,3150, ,400,10.5,0.1,0.9,11,15,6,175,3,276
R_3siSBGEIUtj2ofJ,R2.1r,1,1,3000,26,600,7,,,,,6,175,3,276
R_3siSBGEIUtj2ofJ,R2.1r,3,0,3150, ,400,10.5,0.1,0.9,9,17,6,175,3,276
R_pKRHPIcpOOiB2UN,R2.2s,1,0,3000,58,650,16,,,,,7,375,2,219
R_pKRHPIcpOOiB2UN,R2.2s,3,1,3150, ,450,23.5,0.3,0.7,27,31,7,375,2,219
R_pKRHPIcpOOiB2UN,R2.2r,1,0,3000,58,650,16,,,,,7,375,2,219
R_pKRHPIcpOOiB2UN,R2.2r,3,1,3150, ,450,23.5,0.3,0.7,25,33,7,375,2,219
R_1eEq1gyYdAXH9Mt,R2.4s,1,1,3000,23,850,6.5,,,,,6,225,4,156
R_1eEq1gyYdAXH9Mt,R2.4s,3,0,3150, ,600,9,0.7,0.3,10,14,6,225,4,156
R_1eEq1gyYdAXH9Mt,R2.4r,1,1,3000,23,850,6.5,,,,,6,225,4,156
R_1eEq1gyYdAXH9Mt,R2.4r,3,0,3150, ,600,9,0.7,0.3,8,16,6,225,4,156
R_3IWx3y1aKURcHMs,R2.3s,1,1,3000,24,800,7,,,,,6,225,4,276
R_3IWx3y1aKURcHMs,R2.3s,3,0,3150, ,550,10,0.5,0.5,10,14,6,225,4,276
R_3IWx3y1aKURcHMs,R2.3r,1,1,3000,24,800,7,,,,,6,225,4,276
R_3IWx3y1aKURcHMs,R2.3r,3,0,3150, ,550,10,0.5,0.5,8,16,6,225,4,276
R_pKRcDpM0dUp6e2J,R1.5s,1,1,3000,45,650,14,,,,,7,325,3,156
R_pKRcDpM0dUp6e2J,R1.5s,3,0,3300, ,400,23,0.9,0.1,18,22,7,325,3,156
R_pKRcDpM0dUp6e2J,R1.5r,1,1,3000,45,650,14,,,,,7,325,3,156
R_pKRcDpM0dUp6e2J,R1.5r,3,0,3300, ,400,23,0.9,0.1,16,24,7,325,3,156
R_3HNZyLAf4r7ebEu,R1.3s,1,1,3000,45,650,14,,,,,7,325,2,96
R_3HNZyLAf4r7ebEu,R1.3s,3,0,3300, ,400,23,0.5,0.5,18,22,7,325,2,96
R_3HNZyLAf4r7ebEu,R1.3r,1,1,3000,45,650,14,,,,,7,325,2,96
R_3HNZyLAf4r7ebEu,R1.3r,3,0,3300, ,400,23,0.5,0.5,16,24,7,325,2,96
R_aWVYJM4mztNzctP,R2.1s,1,1,3000,29,550,7.5,,,,,6,175,3,300
R_aWVYJM4mztNzctP,R2.1s,3,0,3150, ,400,10.5,0.1,0.9,13,17,6,175,3,300
R_aWVYJM4mztNzctP,R2.1r,1,1,3000,29,550,7.5,,,,,6,175,3,300
R_aWVYJM4mztNzctP,R2.1r,3,0,3150, ,400,10.5,0.1,0.9,11,19,6,175,3,300
R_1kTeT3AkCBKSYBJ,R2.2s,1,1,3000,19,800,4.5,,,,,5,175,4,156
R_1kTeT3AkCBKSYBJ,R2.2s,3,0,3150, ,550,6.5,0.3,0.7,8,12,5,175,4,156
R_1kTeT3AkCBKSYBJ,R2.2r,1,1,3000,19,800,4.5,,,,,5,175,4,156
R_1kTeT3AkCBKSYBJ,R2.2r,3,0,3150, ,550,6.5,0.3,0.7,6,14,5,175,4,156
R_QayFwPSgtPjLYVH,R2.5s,1,1,1800,28,800,7,,,,,6,225,4,96
R_QayFwPSgtPjLYVH,R2.5s,3,0,1900, ,550,10,0.9,0.1,12,16,6,225,4,96
R_QayFwPSgtPjLYVH,R2.5r,1,1,1800,28,800,7,,,,,6,225,4,96
R_QayFwPSgtPjLYVH,R2.5r,3,0,1900, ,550,10,0.9,0.1,10,18,6,225,4,96
R_2agY4MW3pmqdhwN,R1.2s,1,0,1500,60,650,12,,,,,6,325,4,54
R_2agY4MW3pmqdhwN,R1.2s,3,1,1800, ,400,19.5,0.3,0.7,18,22,6,325,4,54
R_2agY4MW3pmqdhwN,R1.2r,1,0,1500,60,650,12,,,,,6,325,4,54
R_2agY4MW3pmqdhwN,R1.2r,3,1,1800, ,400,19.5,0.3,0.7,16,24,6,325,4,54
R_3iJPFDbUIy3OHwS,R1.4s,1,0,1800,51,700,13,,,,,7,325,2,96
R_3iJPFDbUIy3OHwS,R1.4s,3,1,2150, ,400,23,0.7,0.3,18,22,7,325,2,96
R_3iJPFDbUIy3OHwS,R1.4r,1,1,1800,51,700,13,,,,,7,325,2,96
R_3iJPFDbUIy3OHwS,R1.4r,3,0,2150, ,400,23,0.7,0.3,16,24,7,325,2,96
R_TiaGiIuG1Plpf3z,R2.5s,1,1,2100,26,850,6.5,,,,,6,225,4,219
R_TiaGiIuG1Plpf3z,R2.5s,3,0,2200, ,600,9,0.9,0.1,11,15,6,225,4,219
R_TiaGiIuG1Plpf3z,R2.5r,1,1,2100,26,850,6.5,,,,,6,225,4,219
R_TiaGiIuG1Plpf3z,R2.5r,3,0,2200, ,600,9,0.9,0.1,9,17,6,225,4,219
R_3GjLgsuiqHRZyzk,R1.1s,1,0,1800,54,700,15,,,,,7,375,3,219
R_3GjLgsuiqHRZyzk,R1.1s,3,1,2150, ,400,26.5,0.1,0.9,21,25,7,375,3,219
R_3GjLgsuiqHRZyzk,R1.1r,1,1,1800,54,700,15,,,,,7,375,3,219
R_3GjLgsuiqHRZyzk,R1.1r,3,0,2150, ,400,26.5,0.1,0.9,19,27,7,375,3,219
R_3R7NeV3sT2ANoth,R2.3s,1,1,1800,22,800,4.5,,,,,5,175,4,219
R_3R7NeV3sT2ANoth,R2.3s,3,0,1900, ,550,6.5,0.5,0.5,9,13,5,175,4,219
R_3R7NeV3sT2ANoth,R2.3r,1,1,1800,22,800,4.5,,,,,5,175,4,219
R_3R7NeV3sT2ANoth,R2.3r,3,0,1900, ,550,6.5,0.5,0.5,7,15,5,175,4,219
R_9SsIZBcqmU4kHMl,R2.2s,1,1,2100,28,800,7,,,,,6,225,4,156
R_9SsIZBcqmU4kHMl,R2.2s,3,0,2200, ,550,10,0.3,0.7,12,16,6,225,4,156
R_9SsIZBcqmU4kHMl,R2.2r,1,1,2100,28,800,7,,,,,6,225,4,156
R_9SsIZBcqmU4kHMl,R2.2r,3,0,2200, ,550,10,0.3,0.7,10,18,6,225,4,156
R_1q1xNLoAklRGrsQ,R1.2s,1,0,1500,64,700,13,,,,,6,375,3,54
R_1q1xNLoAklRGrsQ,R1.2s,3,1,1800, ,400,22.5,0.3,0.7,21,25,6,375,3,54
R_1q1xNLoAklRGrsQ,R1.2r,1,1,1500,64,700,13,,,,,6,375,3,54
R_1q1xNLoAklRGrsQ,R1.2r,3,0,1800, ,400,22.5,0.3,0.7,19,27,6,375,3,54
R_Y03Zw4WLYnCOwaB,R2.1s,1,1,2100,28,800,7,,,,,6,225,3,96
R_Y03Zw4WLYnCOwaB,R2.1s,3,0,2200, ,550,10,0.1,0.9,12,16,6,225,3,96
R_Y03Zw4WLYnCOwaB,R2.1r,1,1,2100,28,800,7,,,,,6,225,3,96
R_Y03Zw4WLYnCOwaB,R2.1r,3,0,2200, ,550,10,0.1,0.9,10,18,6,225,3,96
R_2e8ZR5XSjrIqfOf,R2.4s,1,0,1800,54,700,13,,,,,6,375,2,54
R_2e8ZR5XSjrIqfOf,R2.4s,3,1,1900, ,500,18,0.7,0.3,25,29,6,375,2,54
R_2e8ZR5XSjrIqfOf,R2.4r,1,1,1800,54,700,13,,,,,6,375,2,54
R_2e8ZR5XSjrIqfOf,R2.4r,3,0,1900, ,500,18,0.7,0.3,23,31,6,375,2,54
R_YSxZHTlf8ucR6aB,R2.4s,1,1,1800,26,850,6.5,,,,,6,225,4,156
R_YSxZHTlf8ucR6aB,R2.4s,3,0,1900, ,600,9,0.7,0.3,11,15,6,225,4,156
R_YSxZHTlf8ucR6aB,R2.4r,1,1,1800,26,850,6.5,,,,,6,225,4,156
R_YSxZHTlf8ucR6aB,R2.4r,3,0,1900, ,600,9,0.7,0.3,9,17,6,225,4,156
R_6VS3N9bgeW3bsoF,R1.1s,1,1,1800,75,650,16,,,,,7,375,3,96
R_6VS3N9bgeW3bsoF,R1.1s,3,0,2000, ,400,26.5,0.1,0.9,21,25,7,375,3,96
R_6VS3N9bgeW3bsoF,R1.1r,1,1,1800,75,650,16,,,,,7,375,3,96
R_6VS3N9bgeW3bsoF,R1.1r,3,0,2000, ,400,26.5,0.1,0.9,19,27,7,375,3,96
R_1q55ZwdtzBQyfjO,R2.2s,1,1,1800,28,800,7,,,,,6,225,4,219
R_1q55ZwdtzBQyfjO,R2.2s,3,0,1900, ,550,10,0.3,0.7,12,16,6,225,4,219
R_1q55ZwdtzBQyfjO,R2.2r,1,1,1800,28,800,7,,,,,6,225,4,219
R_1q55ZwdtzBQyfjO,R2.2r,3,0,1900, ,550,10,0.3,0.7,10,18,6,225,4,219
R_33BXf8xxMbx6qt7,R1.3s,1,1,1800,63,650,16,,,,,7,375,3,54
R_33BXf8xxMbx6qt7,R1.3s,3,0,2000, ,400,26.5,0.5,0.5,21,25,7,375,3,54
R_33BXf8xxMbx6qt7,R1.3r,1,1,1800,63,650,16,,,,,7,375,3,54
R_33BXf8xxMbx6qt7,R1.3r,3,0,2000, ,400,26.5,0.5,0.5,19,27,7,375,3,54
R_3qJBFj1LYLuEBFD,R2.3s,1,1,1800,28,800,7,,,,,6,225,4,156
R_3qJBFj1LYLuEBFD,R2.3s,3,0,1900, ,550,10,0.5,0.5,12,16,6,225,4,156
R_3qJBFj1LYLuEBFD,R2.3r,1,1,1800,28,800,7,,,,,6,225,4,156
R_3qJBFj1LYLuEBFD,R2.3r,3,0,1900, ,550,10,0.5,0.5,10,18,6,225,4,156
R_21Buztjx96SJoIz,R2.1s,1,1,2100,29,850,6.5,,,,,6,225,4,156
R_21Buztjx96SJoIz,R2.1s,3,0,2200, ,600,9,0.1,0.9,13,17,6,225,4,156
R_21Buztjx96SJoIz,R2.1r,1,1,2100,29,850,6.5,,,,,6,225,4,156
R_21Buztjx96SJoIz,R2.1r,3,0,2200, ,600,9,0.1,0.9,11,19,6,225,4,156
R_2e3d3TgMyNSShdJ,R1.4s,1,0,1800,75,650,16,,,,,7,375,4,156
R_2e3d3TgMyNSShdJ,R1.4s,3,1,2250, ,400,26.5,0.7,0.3,21,25,7,375,4,156
R_2e3d3TgMyNSShdJ,R1.4r,1,0,1800,75,650,16,,,,,7,375,4,156
R_2e3d3TgMyNSShdJ,R1.4r,3,1,2250, ,400,26.5,0.7,0.3,19,27,7,375,4,156
R_0qzeQiPikeQuPBL,R2.5s,1,1,1800,28,800,5.5,,,,,5,225,4,156
R_0qzeQiPikeQuPBL,R2.5s,3,0,1900, ,550,8,0.9,0.1,12,16,5,225,4,156
R_0qzeQiPikeQuPBL,R2.5r,1,1,1800,28,800,5.5,,,,,5,225,4,156
R_0qzeQiPikeQuPBL,R2.5r,3,0,1900, ,550,8,0.9,0.1,10,18,5,225,4,156
R_3KvTJvdcHdsNXKu,R2.2s,1,1,1800,28,800,7,,,,,6,225,2,156
R_3KvTJvdcHdsNXKu,R2.2s,3,0,1900, ,550,10,0.3,0.7,12,16,6,225,2,156
R_3KvTJvdcHdsNXKu,R2.2r,1,1,1800,28,800,7,,,,,6,225,2,156
R_3KvTJvdcHdsNXKu,R2.2r,3,0,1900, ,550,10,0.3,0.7,10,18,6,225,2,156
R_2YkMa4yxe9PIs2b,R2.4s,1,1,2700,24,800,7,,,,,6,225,4,219
R_2YkMa4yxe9PIs2b,R2.4s,3,0,2850, ,550,10,0.7,0.3,10,14,6,225,4,219
R_2YkMa4yxe9PIs2b,R2.4r,1,1,2700,24,800,7,,,,,6,225,4,219
R_2YkMa4yxe9PIs2b,R2.4r,3,0,2850, ,550,10,0.7,0.3,8,16,6,225,4,219
R_OkgFg8uM956fJ17,R1.5s,1,1,3000,46,700,15,,,,,7,375,2,96
R_OkgFg8uM956fJ17,R1.5s,3,0,3300, ,400,26.5,0.9,0.1,21,25,7,375,2,96
R_OkgFg8uM956fJ17,R1.5r,1,1,3000,46,700,15,,,,,7,375,2,96
R_OkgFg8uM956fJ17,R1.5r,3,0,3300, ,400,26.5,0.9,0.1,19,27,7,375,2,96
R_2bU9iycA3H1Eofy,R2.1s,1,1,3000,39,750,10.5,,,,,6,325,4,219
R_2bU9iycA3H1Eofy,R2.1s,3,0,3150, ,550,14,0.1,0.9,18,22,6,325,4,219
R_2bU9iycA3H1Eofy,R2.1r,1,1,3000,39,750,10.5,,,,,6,325,4,219
R_2bU9iycA3H1Eofy,R2.1r,3,0,3150, ,550,14,0.1,0.9,16,24,6,325,4,219
R_3DuqmyhaijA0WXK,R2.5s,1,1,3000,24,800,7,,,,,6,225,4,96
R_3DuqmyhaijA0WXK,R2.5s,3,0,3150, ,550,10,0.9,0.1,10,14,6,225,4,96
R_3DuqmyhaijA0WXK,R2.5r,1,1,3000,24,800,7,,,,,6,225,4,96
R_3DuqmyhaijA0WXK,R2.5r,3,0,3150, ,550,10,0.9,0.1,8,16,6,225,4,96
R_tQGSYb16caxtTA5,R2.3s,1,1,3000,35,700,11,,,,,7,275,2,96
R_tQGSYb16caxtTA5,R2.3s,3,0,3150, ,500,15.5,0.5,0.5,16,20,7,275,2,96
R_tQGSYb16caxtTA5,R2.3r,1,1,3000,35,700,11,,,,,7,275,2,96
R_tQGSYb16caxtTA5,R2.3r,3,0,3150, ,500,15.5,0.5,0.5,14,22,7,275,2,96
R_ymEfPH8BWRqbPkR,R2.5s,1,1,3000,24,800,7,,,,,6,225,4,219
R_ymEfPH8BWRqbPkR,R2.5s,3,0,3150, ,550,10,0.9,0.1,10,14,6,225,4,219
R_ymEfPH8BWRqbPkR,R2.5r,1,1,3000,24,800,7,,,,,6,225,4,219
R_ymEfPH8BWRqbPkR,R2.5r,3,0,3150, ,550,10,0.9,0.1,8,16,6,225,4,219
R_3P7a7GLaBVIVYOn,R2.3s,1,1,3000,24,800,7,,,,,6,225,4,96
R_3P7a7GLaBVIVYOn,R2.3s,3,0,3150, ,550,10,0.5,0.5,10,14,6,225,4,96
R_3P7a7GLaBVIVYOn,R2.3r,1,1,3000,24,800,7,,,,,6,225,4,96
R_3P7a7GLaBVIVYOn,R2.3r,3,0,3150, ,550,10,0.5,0.5,8,16,6,225,4,96
R_2U4KXkyYmOfIjSb,R1.2s,1,1,3000,54,700,15,,,,,7,375,4,156
R_2U4KXkyYmOfIjSb,R1.2s,3,0,3300, ,400,26.5,0.3,0.7,21,25,7,375,4,156
R_2U4KXkyYmOfIjSb,R1.2r,1,1,3000,54,700,15,,,,,7,375,4,156
R_2U4KXkyYmOfIjSb,R1.2r,3,0,3300, ,400,26.5,0.3,0.7,19,27,7,375,4,156
R_d0Zeu4Phye0tub7,R2.2s,1,0,3000,51,750,16,,,,,7,425,3,96
R_d0Zeu4Phye0tub7,R2.2s,3,1,3150, ,550,21.5,0.3,0.7,24,28,7,425,3,96
R_d0Zeu4Phye0tub7,R2.2r,1,0,3000,51,750,16,,,,,7,425,3,96
R_d0Zeu4Phye0tub7,R2.2r,3,1,3150, ,550,21.5,0.3,0.7,22,30,7,425,3,96
R_sAW1akAHxQB2jYJ,R2.1s,1,0,3000,45,750,12,,,,,6,375,4,219
R_sAW1akAHxQB2jYJ,R2.1s,3,1,3150, ,550,16.5,0.1,0.9,21,25,6,375,4,219
R_sAW1akAHxQB2jYJ,R2.1r,1,0,3000,45,750,12,,,,,6,375,4,219
R_sAW1akAHxQB2jYJ,R2.1r,3,1,3150, ,550,16.5,0.1,0.9,19,27,6,375,4,219
R_RLaNPh6w3badPO1,R2.4s,1,1,1800,28,800,5.5,,,,,5,225,4,219
R_RLaNPh6w3badPO1,R2.4s,3,0,1900, ,550,8,0.7,0.3,12,16,5,225,4,219
R_RLaNPh6w3badPO1,R2.4r,1,1,1800,28,800,5.5,,,,,5,225,4,219
R_RLaNPh6w3badPO1,R2.4r,3,0,1900, ,550,8,0.7,0.3,10,18,5,225,4,219
R_1NrzsW69uxNODYP,R2.1s,1,1,1800,28,800,7,,,,,6,225,4,156
R_1NrzsW69uxNODYP,R2.1s,3,0,1900, ,550,10,0.1,0.9,12,16,6,225,4,156
R_1NrzsW69uxNODYP,R2.1r,1,1,1800,28,800,7,,,,,6,225,4,156
R_1NrzsW69uxNODYP,R2.1r,3,0,1900, ,550,10,0.1,0.9,10,18,6,225,4,156
R_tFFjKLXien70wJb,R2.5s,1,0,1800,64,700,15,,,,,7,375,4,54
R_tFFjKLXien70wJb,R2.5s,3,1,1900, ,500,21,0.9,0.1,30,34,7,375,4,54
R_tFFjKLXien70wJb,R2.5r,1,0,1800,64,700,15,,,,,7,375,4,54
R_tFFjKLXien70wJb,R2.5r,3,1,1900, ,500,21,0.9,0.1,28,36,7,375,4,54
R_2Qgn3I3aXQ19cfv,R2.3s,1,1,1800,28,800,7,,,,,6,225,4,156
R_2Qgn3I3aXQ19cfv,R2.3s,3,0,1900, ,550,10,0.5,0.5,12,16,6,225,4,156
R_2Qgn3I3aXQ19cfv,R2.3r,1,1,1800,28,800,7,,,,,6,225,4,156
R_2Qgn3I3aXQ19cfv,R2.3r,3,0,1900, ,550,10,0.5,0.5,10,18,6,225,4,156
R_uyQkGjWU2Ioupvb,R2.2s,1,0,2100,59,700,13,,,,,6,375,4,96
R_uyQkGjWU2Ioupvb,R2.2s,3,1,2200, ,500,18,0.3,0.7,28,32,6,375,4,96
R_uyQkGjWU2Ioupvb,R2.2r,1,0,2100,59,700,13,,,,,6,375,4,96
R_uyQkGjWU2Ioupvb,R2.2r,3,1,2200, ,500,18,0.3,0.7,26,34,6,375,4,96
R_1OTBpmuWRWfWvLs,R2.4s,1,1,1800,28,800,7,,,,,6,225,4,156
R_1OTBpmuWRWfWvLs,R2.4s,3,0,1900, ,550,10,0.7,0.3,12,16,6,225,4,156
R_1OTBpmuWRWfWvLs,R2.4r,1,1,1800,28,800,7,,,,,6,225,4,156
R_1OTBpmuWRWfWvLs,R2.4r,3,0,1900, ,550,10,0.7,0.3,10,18,6,225,4,156
R_10OfpSBGyQqH9Ti,R2.3s,1,1,1800,28,800,7,,,,,6,225,4,156
R_10OfpSBGyQqH9Ti,R2.3s,3,0,1900, ,550,10,0.5,0.5,12,16,6,225,4,156
R_10OfpSBGyQqH9Ti,R2.3r,1,1,1800,28,800,7,,,,,6,225,4,156
R_10OfpSBGyQqH9Ti,R2.3r,3,0,1900, ,550,10,0.5,0.5,10,18,6,225,4,156
R_3PLIxxopwPjMfjO,R2.4s,1,1,1800,28,800,7,,,,,6,225,4,219
R_3PLIxxopwPjMfjO,R2.4s,3,0,1900, ,550,10,0.7,0.3,12,16,6,225,4,219
R_3PLIxxopwPjMfjO,R2.4r,1,1,1800,28,800,7,,,,,6,225,4,219
R_3PLIxxopwPjMfjO,R2.4r,3,0,1900, ,550,10,0.7,0.3,10,18,6,225,4,219
R_3IQuNJHBcW2uNSJ,R2.1s,1,0,1800,56,700,11,,,,,6,325,3,96
R_3IQuNJHBcW2uNSJ,R2.1s,3,1,1900, ,500,15.5,0.1,0.9,26,30,6,325,3,96
R_3IQuNJHBcW2uNSJ,R2.1r,1,0,1800,56,700,11,,,,,6,325,3,96
R_3IQuNJHBcW2uNSJ,R2.1r,3,1,1900, ,500,15.5,0.1,0.9,24,32,6,325,3,96
R_3MxGtmwAKHIvEf1,R2.2s,1,0,1500,59,700,13,,,,,6,375,3,54
R_3MxGtmwAKHIvEf1,R2.2s,3,1,1600, ,500,18,0.3,0.7,28,32,6,375,3,54
R_3MxGtmwAKHIvEf1,R2.2r,1,0,1500,59,700,13,,,,,6,375,3,54
R_3MxGtmwAKHIvEf1,R2.2r,3,1,1600, ,500,18,0.3,0.7,26,34,6,375,3,54
R_2CHCjgvgAsNBPef,R2.5s,1,1,1800,28,800,7,,,,,6,225,4,156
R_2CHCjgvgAsNBPef,R2.5s,3,0,1900, ,550,10,0.9,0.1,12,16,6,225,4,156
R_2CHCjgvgAsNBPef,R2.5r,1,1,1800,28,800,7,,,,,6,225,4,156
R_2CHCjgvgAsNBPef,R2.5r,3,0,1900, ,550,10,0.9,0.1,10,18,6,225,4,156
R_3e9yjSIYExNk1Fa,R1.5s,1,1,1800,59,700,15,,,,,7,375,3,156
R_3e9yjSIYExNk1Fa,R1.5s,3,0,2000, ,400,26.5,0.9,0.1,21,25,7,375,3,156
R_3e9yjSIYExNk1Fa,R1.5r,1,1,1800,59,700,15,,,,,7,375,3,156
R_3e9yjSIYExNk1Fa,R1.5r,3,0,2000, ,400,26.5,0.9,0.1,19,27,7,375,3,156
R_1d6Uxz3JnnvyTaL,R2.3s,1,0,1800,59,700,15,,,,,7,375,3,96
R_1d6Uxz3JnnvyTaL,R2.3s,3,1,1900, ,500,21,0.5,0.5,28,32,7,375,3,96
R_1d6Uxz3JnnvyTaL,R2.3r,1,0,1800,59,700,15,,,,,7,375,3,96
R_1d6Uxz3JnnvyTaL,R2.3r,3,1,1900, ,500,21,0.5,0.5,26,34,7,375,3,96
R_3KBAOvDzeCzYKVl,R2.1s,1,1,2100,28,800,7,,,,,6,225,4,96
R_3KBAOvDzeCzYKVl,R2.1s,3,0,2200, ,550,10,0.1,0.9,12,16,6,225,4,96
R_3KBAOvDzeCzYKVl,R2.1r,1,1,2100,28,800,7,,,,,6,225,4,96
R_3KBAOvDzeCzYKVl,R2.1r,3,0,2200, ,550,10,0.1,0.9,10,18,6,225,4,96
R_3p6haWcP8paiWwI,R2.5s,1,1,2100,34,800,8.5,,,,,6,275,4,156
R_3p6haWcP8paiWwI,R2.5s,3,0,2200, ,550,12,0.9,0.1,15,19,6,275,4,156
R_3p6haWcP8paiWwI,R2.5r,1,1,2100,34,800,8.5,,,,,6,275,4,156
R_3p6haWcP8paiWwI,R2.5r,3,0,2200, ,550,12,0.9,0.1,13,21,6,275,4,156
R_1M54m3wjWSz4KlC,R2.2s,1,0,2100,60,650,14,,,,,7,325,2,18
R_1M54m3wjWSz4KlC,R2.2s,3,1,2200, ,450,20,0.3,0.7,28,32,7,325,2,18
R_1M54m3wjWSz4KlC,R2.2r,1,0,2100,60,650,14,,,,,7,325,2,18
R_1M54m3wjWSz4KlC,R2.2r,3,1,2200, ,450,20,0.3,0.7,26,34,7,325,2,18
R_3no3ICcE5z12SN8,R2.4s,1,0,1800,59,700,13,,,,,6,375,4,42
R_3no3ICcE5z12SN8,R2.4s,3,1,1900, ,500,18,0.7,0.3,28,32,6,375,4,42
R_3no3ICcE5z12SN8,R2.4r,1,0,1800,59,700,13,,,,,6,375,4,42
R_3no3ICcE5z12SN8,R2.4r,3,1,1900, ,500,18,0.7,0.3,26,34,6,375,4,42
R_yl2cXf3PDVXhIeB,R2.1s,1,0,1800,60,700,11,,,,,6,325,3,54
R_yl2cXf3PDVXhIeB,R2.1s,3,1,1900, ,500,15.5,0.1,0.9,28,32,6,325,3,54
R_yl2cXf3PDVXhIeB,R2.1r,1,1,1800,60,700,11,,,,,6,325,3,54
R_yl2cXf3PDVXhIeB,R2.1r,3,0,1900, ,500,15.5,0.1,0.9,26,34,6,325,3,54
R_2f6t2qdXgk0FbaS,R1.4s,1,1,1800,51,700,13,,,,,7,325,3,96
R_2f6t2qdXgk0FbaS,R1.4s,3,0,2050, ,400,23,0.7,0.3,18,22,7,325,3,96
R_2f6t2qdXgk0FbaS,R1.4r,1,1,1800,51,700,13,,,,,7,325,3,96
R_2f6t2qdXgk0FbaS,R1.4r,3,0,2050, ,400,23,0.7,0.3,16,24,7,325,3,96
R_3GxKNiArMPPZ1Kn,R2.5s,1,1,2100,28,800,7,,,,,6,225,4,156
R_3GxKNiArMPPZ1Kn,R2.5s,3,0,2200, ,550,10,0.9,0.1,12,16,6,225,4,156
R_3GxKNiArMPPZ1Kn,R2.5r,1,1,2100,28,800,7,,,,,6,225,4,156
R_3GxKNiArMPPZ1Kn,R2.5r,3,0,2200, ,550,10,0.9,0.1,10,18,6,225,4,156
R_9S0mNPfcIyY4nnP,R2.3s,1,1,1800,28,800,7,,,,,6,225,4,156
R_9S0mNPfcIyY4nnP,R2.3s,3,0,1900, ,550,10,0.5,0.5,12,16,6,225,4,156
R_9S0mNPfcIyY4nnP,R2.3r,1,1,1800,28,800,7,,,,,6,225,4,156
