ID,Scenario,alt,chosen,RC,OC,DR,CT,P1,P2,P1_V,P2_V,N_RC,N_OC1,N_OC2,N_DR,Freq_p_week,Dis_p_day,AT2,experience_months
1127361,R1.3s,3,1,2350, ,350,38,0.5,0.5,27,31,2,3,4,5,7,475,2,96
1127361,R1.5r,1,0,1800,103,550,24,,,,,0,4,1,17,7,475,2,96
1127361,R1.5r,3,1,2350, ,350,38,0.9,0.1,25,33,0,4,1,17,7,475,2,96
1127361,R1.2s,1,0,1800,103,550,24,,,,,1,4,2,10,7,475,2,96
1127361,R1.2s,3,1,2350, ,350,38,0.3,0.7,27,31,1,4,2,10,7,475,2,96
112837,R1.4s,1,0,2700,50,550,12,,,,,2,14,2,14,6,275,2,9
112837,R1.4s,3,1,3500, ,350,19,0.7,0.3,15,19,2,14,2,14,6,275,2,9
112837,R1.4r,1,0,2700,50,550,12,,,,,4,7,7,21,6,275,2,9
112837,R1.4r,3,1,3500, ,350,19,0.7,0.3,13,21,4,7,7,21,6,275,2,9
112837,R1.3r,1,0,2700,50,550,12,,,,,8,11,11,3,6,275,2,9
112837,R1.3r,3,1,3500, ,350,19,0.5,0.5,13,21,8,11,11,3,6,275,2,9
112837,R1.1s,1,0,2700,50,550,12,,,,,1,14,5,8,6,275,2,9
112837,R1.1s,3,1,3500, ,350,19,0.1,0.9,15,19,1,14,5,8,6,275,2,9
112837,R1.2s,1,0,2700,50,550,12,,,,,3,8,6,7,6,275,2,9
112837,R1.2s,3,1,3500, ,350,19,0.3,0.7,15,19,3,8,6,7,6,275,2,9
112939,R1.4r,1,1,2100,68,550,19,,,,,9,91,24,21,7,375,4,156
112939,R1.4r,3,0,2650, ,350,30,0.7,0.3,19,27,9,91,24,21,7,375,4,156
112939,R1.2s,1,1,2100,68,550,19,,,,,5,8,10,5,7,375,4,156
112939,R1.2s,3,0,2650, ,350,30,0.3,0.7,21,25,5,8,10,5,7,375,4,156
112939,R1.3r,1,1,2100,68,550,19,,,,,3,3,6,8,7,375,4,156
112939,R1.3r,3,0,2650, ,350,30,0.5,0.5,19,27,3,3,6,8,7,375,4,156
112939,R1.1r,1,1,2100,68,550,19,,,,,8,14,13,9,7,375,4,156
112939,R1.1r,3,0,2650, ,350,30,0.1,0.9,19,27,8,14,13,9,7,375,4,156
112939,R1.3s,1,1,2100,68,550,19,,,,,2,12,3,19,7,375,4,156
112939,R1.3s,3,0,2650, ,350,30,0.5,0.5,21,25,2,12,3,19,7,375,4,156
112940,R1.1r,1,0,2400,52,800,10,,,,,16,18,23,6,6,325,2,18
112940,R1.1r,3,1,2900, ,500,15.5,0.1,0.9,16,24,16,18,23,6,6,325,2,18
112940,R1.5s,1,0,2400,52,800,10,,,,,1,11,2,4,6,325,2,18
112940,R1.5s,3,1,2900, ,500,15.5,0.9,0.1,18,22,1,11,2,4,6,325,2,18
112940,R1.4s,1,0,2400,52,800,10,,,,,2,10,4,4,6,325,2,18
112940,R1.4s,3,1,2900, ,500,15.5,0.7,0.3,18,22,2,10,4,4,6,325,2,18
112940,R1.2r,1,0,2400,52,800,10,,,,,3,7,3,4,6,325,2,18
112940,R1.2r,3,1,2900, ,500,15.5,0.3,0.7,16,24,3,7,3,4,6,325,2,18
112940,R1.5r,1,0,2400,52,800,10,,,,,7,8,8,1,6,325,2,18
112940,R1.5r,3,1,2900, ,500,15.5,0.9,0.1,16,24,7,8,8,1,6,325,2,18
112941,R1.1s,1,0,1500,53,550,14,,,,,1,8,3,5,6,325,2,30
112941,R1.1s,3,1,1950, ,350,22.5,0.1,0.9,18,22,1,8,3,5,6,325,2,30
112941,R1.3s,1,0,1500,53,550,14,,,,,2,2,3,3,6,325,2,30
112941,R1.3s,3,1,1950, ,350,22.5,0.5,0.5,18,22,2,2,3,3,6,325,2,30
112941,R1.3r,1,0,1500,53,550,14,,,,,1,6,5,0,6,325,2,30
112941,R1.3r,3,1,1950, ,350,22.5,0.5,0.5,16,24,1,6,5,0,6,325,2,30
112941,R1.4s,1,0,1500,53,550,14,,,,,0,10,6,3,6,325,2,30
112941,R1.4s,3,1,1950, ,350,22.5,0.7,0.3,18,22,0,10,6,3,6,325,2,30
112941,R1.2s,1,0,1500,53,550,14,,,,,2,8,4,1,6,325,2,30
112941,R1.2s,3,1,1950, ,350,22.5,0.3,0.7,18,22,2,8,4,1,6,325,2,30
11129421,R1.2s,1,0,2400,70,700,9.5,,,,,3,7,4,4,6,275,4,96
11129421,R1.2s,3,1,2750, ,400,16.5,0.3,0.7,15,19,3,7,4,4,6,275,4,96
11129421,R1.4s,1,0,2400,70,700,9.5,,,,,3,4,4,0,6,275,4,96
11129421,R1.4s,3,1,2750, ,400,16.5,0.7,0.3,15,19,3,4,4,0,6,275,4,96
11129421,R1.4r,1,0,2400,70,700,9.5,,,,,7,7,7,0,6,275,4,96
11129421,R1.4r,3,1,2750, ,400,16.5,0.7,0.3,13,21,7,7,7,0,6,275,4,96
11129421,R1.1s,1,0,2400,70,700,9.5,,,,,1,1,1,1,6,275,4,96
11129421,R1.1s,3,1,2750, ,400,16.5,0.1,0.9,15,19,1,1,1,1,6,275,4,96
11129421,R1.3s,1,0,2400,70,700,9.5,,,,,1,2,1,0,6,275,4,96
11129421,R1.3s,3,1,2750, ,400,16.5,0.5,0.5,15,19,1,2,1,0,6,275,4,96
113042,R1.1s,1,0,2700,46,650,10,,,,,4,1,4,2,6,275,4,96
113042,R1.1s,3,1,3500, ,400,16.5,0.1,0.9,15,19,4,1,4,2,6,275,4,96
113042,R1.3r,1,0,2700,46,650,10,,,,,2,3,2,7,6,275,4,96
113042,R1.3r,3,1,3500, ,400,16.5,0.5,0.5,13,21,2,3,2,7,6,275,4,96
113042,R1.5r,1,0,2700,46,650,10,,,,,1,2,3,1,6,275,4,96
113042,R1.5r,3,1,3500, ,400,16.5,0.9,0.1,13,21,1,2,3,1,6,275,4,96
113042,R1.1r,1,0,2700,46,650,10,,,,,0,4,2,0,6,275,4,96
113042,R1.1r,3,1,3500, ,400,16.5,0.1,0.9,13,21,0,4,2,0,6,275,4,96
113042,R1.3s,1,1,2700,46,650,10,,,,,3,3,4,0,6,275,4,96
113042,R1.3s,3,0,3500, ,400,16.5,0.5,0.5,15,19,3,3,4,0,6,275,4,96
113043,R1.2r,1,1,1800,32,600,7,,,,,3,7,3,4,6,175,3,54
113043,R1.2r,3,0,2000, ,350,12,0.3,0.7,7,15,3,7,3,4,6,175,3,54
113043,R1.5r,1,0,1800,32,600,7,,,,,1,10,2,5,6,175,3,54
113043,R1.5r,3,1,2000, ,350,12,0.9,0.1,7,15,1,10,2,5,6,175,3,54
113043,R1.2s,1,0,1800,32,600,7,,,,,1,11,2,0,6,175,3,54
113043,R1.2s,3,1,2000, ,350,12,0.3,0.7,9,13,1,11,2,0,6,175,3,54
113043,R1.5s,1,0,1800,32,600,7,,,,,2,4,3,0,6,175,3,54
113043,R1.5s,3,1,2000, ,350,12,0.9,0.1,9,13,2,4,3,0,6,175,3,54
113043,R1.1r,1,1,1800,32,600,7,,,,,2,9,2,0,6,175,3,54
113043,R1.1r,3,0,2000, ,350,12,0.1,0.9,7,15,2,9,2,0,6,175,3,54
113044,R2.3r,1,1,1800,43,750,8.5,,,,,7,15,14,16,5,325,3,42
113044,R2.3r,3,0,1900, ,550,12.5,0.5,0.5,18,26,7,15,14,16,5,325,3,42
113044,R2.5s,1,1,1800,43,750,8.5,,,,,10,18,24,9,5,325,3,42
113044,R2.5s,3,0,1900, ,550,12.5,0.9,0.1,20,24,10,18,24,9,5,325,3,42
113044,R2.4r,1,1,1800,43,750,8.5,,,,,6,34,26,7,5,325,3,42
113044,R2.4r,3,0,1900, ,550,12.5,0.7,0.3,18,26,6,34,26,7,5,325,3,42
113044,R2.1s,1,1,1800,43,750,8.5,,,,,6,27,20,6,5,325,3,42
113044,R2.1s,3,0,1900, ,550,12.5,0.1,0.9,20,24,6,27,20,6,5,325,3,42
113044,R2.1r,1,1,1800,43,750,8.5,,,,,3,12,8,7,5,325,3,42
113044,R2.1r,3,0,1900, ,550,12.5,0.1,0.9,18,26,3,12,8,7,5,325,3,42
113045,R1.5r,1,1,2400,30,800,7,,,,,14,10,22,13,5,275,4,9
113045,R1.5r,3,0,3100, ,500,11,0.9,0.1,13,21,14,10,22,13,5,275,4,9
113045,R1.5s,1,1,2400,30,800,7,,,,,13,8,18,20,5,275,4,9
113045,R1.5s,3,0,3100, ,500,11,0.9,0.1,15,19,13,8,18,20,5,275,4,9
113045,R1.2r,1,1,2400,30,800,7,,,,,1,7,3,9,5,275,4,9
113045,R1.2r,3,0,3100, ,500,11,0.3,0.7,13,21,1,7,3,9,5,275,4,9
113045,R1.4r,1,1,2400,30,800,7,,,,,3,31,25,16,5,275,4,9
113045,R1.4r,3,0,3100, ,500,11,0.7,0.3,13,21,3,31,25,16,5,275,4,9
113045,R1.3r,1,1,2400,30,800,7,,,,,0,5,0,4,5,275,4,9
113045,R1.3r,3,0,3100, ,500,11,0.5,0.5,13,21,0,5,0,4,5,275,4,9
1130464,R1.3s,1,1,2700,50,550,12,,,,,3,1,4,2,6,275,4,54
1130464,R1.3s,3,0,3100, ,350,19,0.5,0.5,15,19,3,1,4,2,6,275,4,54
1130464,R1.1s,1,1,2700,50,550,12,,,,,3,7,4,11,6,275,4,54
1130464,R1.1s,3,0,3100, ,350,19,0.1,0.9,15,19,3,7,4,11,6,275,4,54
1130464,R1.2s,1,1,2700,50,550,12,,,,,4,6,6,2,6,275,4,54
1130464,R1.2s,3,0,3100, ,350,19,0.3,0.7,15,19,4,6,6,2,6,275,4,54
1130464,R1.1r,1,1,2700,50,550,12,,,,,1,4,2,5,6,275,4,54
1130464,R1.1r,3,0,3100, ,350,19,0.1,0.9,13,21,1,4,2,5,6,275,4,54
1130464,R1.2r,1,1,2700,50,550,12,,,,,1,4,1,3,6,275,4,54
1130464,R1.2r,3,0,3100, ,350,19,0.3,0.7,13,21,1,4,1,3,6,275,4,54
